ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-09-30,7149.683759537181,5195.240811471965,9947.988909028452,7149.683759537181,7149.683759537181,405.91818049632326,405.91818049632326,405.91818049632326,1350.96333984,1350.96333984,1350.96333984,339.76681666045386,339.76681666045386,339.76681666045386,-1284.8119760041307,-1284.8119760041307,-1284.8119760041307,0.0,0.0,0.0,7555.601940033504
2024-10-01,7148.1374487840985,6221.079978724241,10940.04947967428,7148.1374487840985,7148.1374487840985,1461.3825450845266,1461.3825450845266,1461.3825450845266,1350.96333984,1350.96333984,1350.96333984,1392.073555584679,1392.073555584679,1392.073555584679,-1281.6543503401524,-1281.6543503401524,-1281.6543503401524,0.0,0.0,0.0,8609.519993868626
2024-10-02,7146.591138031015,6357.693762537352,10913.278299782594,7146.591138031015,7146.591138031015,1505.5613507886335,1505.5613507886335,1505.5613507886335,1350.96333984,1350.96333984,1350.96333984,1422.8368758765,1422.8368758765,1422.8368758765,-1268.2388649278664,-1268.2388649278664,-1268.2388649278664,0.0,0.0,0.0,8652.152488819649
2024-10-03,7145.044827277933,6223.5553322071455,10859.940671680442,7145.044827277933,7145.044827277933,1426.4475508184194,1426.4475508184194,1426.4475508184194,1350.96333984,1350.96333984,1350.96333984,1319.8078069278683,1319.8078069278683,1319.8078069278683,-1244.323595949449,-1244.323595949449,-1244.323595949449,0.0,0.0,0.0,8571.492378096353
2024-10-04,7143.498516524852,6430.267061470172,10952.778192127927,7143.498516524852,7143.498516524852,1458.0391401118686,1458.0391401118686,1458.0391401118686,1350.96333984,1350.96333984,1350.96333984,1316.93990032947,1316.93990032947,1316.93990032947,-1209.8641000576013,-1209.8641000576013,-1209.8641000576013,0.0,0.0,0.0,8601.53765663672
2024-10-05,7141.952205771769,2659.770507478551,7306.11089045824,7141.952205771769,7141.952205771769,-2004.3216224407188,-2004.3216224407188,-2004.3216224407188,1350.96333984,1350.96333984,1350.96333984,-2190.2661218311096,-2190.2661218311096,-2190.2661218311096,-1165.0188404496096,-1165.0188404496096,-1165.0188404496096,0.0,0.0,0.0,5137.63058333105
2024-10-06,7140.405895018687,1532.111367038367,6138.250866599572,7140.405895018687,7140.405895018687,-3360.3456722450355,-3360.3456722450355,-3360.3456722450355,1350.96333984,1350.96333984,1350.96333984,-3601.158833557985,-3601.158833557985,-3601.158833557985,-1110.1501785270511,-1110.1501785270511,-1110.1501785270511,0.0,0.0,0.0,3780.0602227736517
